,policy_id,authorities_contacted_police,injury_claim,num_vehicles_involved,incident_type_collision,policy_liability,fraud,customer_gender_male,num_injuries,incident_dow,collision_type_front,driver_relationship_self,authorities_contacted_fire,incident_day,total_claim_amount,incident_month,incident_severity,policy_state_or,customer_gender_female,collision_type_rear,policy_state_id,incident_type_theft,policy_deductable,policy_state_az,policy_state_ca,num_witnesses,driver_relationship_spouse,driver_relationship_na,policy_state_nv,vehicle_claim,policy_annual_premium,driver_relationship_other,incident_hour,collision_type_na,driver_relationship_child,num_claims_past_year,months_as_customer,police_report_available,authorities_contacted_ambulance,customer_education,customer_age,incident_type_breakin,auto_year,authorities_contacted_none,num_insurers_past_5_years,collision_type_side,policy_state_wa
2700,2178,1,0.0,1,0,0,0,1,0,0,0,0,0,26,13500.0,8,0,0,0,0,0,0,750,0,1,0,0,1,0,13500.0,3000,0,17,1,0,0,94,0,0,3,55,1,2013,0,1,0,0
2701,2256,0,0.0,1,1,2,0,1,0,0,1,1,0,6,5500.0,5,0,0,0,0,0,0,750,0,0,0,0,0,0,5500.0,2850,0,8,0,0,0,20,0,0,3,27,0,2010,1,3,0,1
2702,3964,1,0.0,1,1,1,0,1,0,1,0,1,0,8,13500.0,1,1,0,0,1,0,0,750,0,1,0,0,0,0,13500.0,3000,0,12,0,0,0,107,1,0,4,54,0,2016,0,1,0,0
2703,640,1,13000.0,3,1,2,0,1,4,6,1,0,0,15,47000.0,12,2,0,0,0,0,0,750,0,1,2,0,0,0,34000.0,3000,0,10,0,1,0,48,1,0,2,26,0,2017,0,1,0,0
2704,4036,1,3000.0,2,1,3,1,1,2,0,0,1,0,7,24500.0,1,1,0,0,1,0,0,750,1,0,0,0,0,0,21500.0,3000,0,15,0,0,0,32,0,0,2,39,0,2017,0,3,0,0
2705,774,1,0.0,1,0,1,0,1,0,4,0,0,0,25,9500.0,10,1,0,0,0,0,1,750,0,1,0,0,1,0,9500.0,3000,0,17,1,0,0,96,0,0,3,48,0,2015,0,1,0,0
2706,2445,0,0.0,2,1,2,0,1,0,0,0,1,0,11,9500.0,3,0,1,0,0,0,0,750,0,0,0,0,0,0,9500.0,3000,0,4,0,0,0,93,0,0,2,48,0,2011,1,1,1,0
2707,2466,1,8000.0,2,1,1,0,1,1,4,1,1,0,2,17000.0,8,1,0,0,0,0,0,750,0,0,0,0,0,0,9000.0,2900,0,18,0,0,0,52,1,0,3,53,0,2011,0,1,0,1
2708,4182,0,0.0,2,1,2,0,1,0,1,0,0,0,26,9000.0,11,0,1,0,1,0,0,750,0,0,0,1,0,0,9000.0,2900,0,11,0,0,0,82,0,0,3,70,0,2010,1,1,0,0
2709,2683,1,0.0,3,1,0,1,1,0,2,1,1,0,7,17500.0,8,1,0,0,0,0,0,750,0,1,3,0,0,0,17500.0,3000,0,16,0,0,0,46,1,0,4,53,0,2019,0,2,0,0
2710,1020,1,0.0,1,0,3,0,1,0,5,0,0,0,24,11500.0,8,0,0,0,0,0,0,750,0,0,0,0,1,0,11500.0,2900,0,19,1,0,0,74,0,0,3,71,1,2015,0,1,0,1
2711,4598,1,0.0,1,0,0,0,0,0,0,0,0,0,14,15000.0,1,1,0,1,0,0,1,750,0,1,0,0,1,0,15000.0,2550,0,11,1,0,0,131,0,0,1,57,0,2017,0,1,0,0
2712,1251,1,0.0,2,1,2,0,1,0,4,0,1,0,1,9000.0,2,1,0,0,1,0,0,750,0,1,0,0,0,0,9000.0,2800,0,19,0,0,0,51,1,0,1,32,0,2015,0,1,0,0
2713,2945,1,0.0,3,1,1,0,0,0,0,0,0,0,17,13000.0,6,1,0,1,0,0,0,750,0,1,2,0,0,0,13000.0,3000,0,20,0,1,0,31,1,0,3,21,0,2019,0,3,1,0
2714,3092,0,0.0,2,1,0,0,0,0,5,0,0,1,23,35000.0,11,2,0,1,0,0,0,750,1,0,1,1,0,0,35000.0,3000,0,5,0,0,0,41,0,0,3,42,0,2019,0,1,1,0
2715,1525,1,0.0,3,1,2,0,0,0,2,1,0,0,13,1000.0,11,0,0,1,0,1,0,750,0,0,2,1,0,0,1000.0,3000,0,23,0,0,0,134,1,0,1,48,0,2004,0,1,0,0
2716,1545,1,0.0,2,1,2,0,0,0,2,1,1,0,7,9000.0,8,1,0,1,0,0,0,750,0,1,3,0,0,0,9000.0,3000,0,18,0,0,0,93,0,0,1,46,0,2013,0,1,0,0
2717,1580,0,0.0,2,1,1,0,1,0,4,1,1,0,24,1000.0,5,0,0,0,0,0,0,750,1,0,0,0,0,0,1000.0,3000,0,4,0,0,0,189,0,0,1,50,0,2008,1,1,0,0
2718,1647,1,0.0,3,1,2,0,1,0,3,1,1,0,28,8000.0,3,0,0,0,0,0,0,750,0,1,2,0,0,0,8000.0,2900,0,7,0,0,0,66,1,0,3,50,0,2017,0,1,0,0
2719,1697,0,0.0,2,1,0,0,1,0,1,0,1,0,4,10500.0,6,0,0,0,1,0,0,750,0,1,2,0,0,0,10500.0,3000,0,21,0,0,0,2,0,0,4,65,0,2017,1,2,0,0
2720,1756,1,0.0,1,0,0,0,0,0,1,0,0,0,5,19000.0,11,0,0,1,0,0,0,750,0,1,0,0,1,0,19000.0,3000,0,5,1,0,0,107,0,0,1,52,1,2020,0,1,0,0
2721,3444,1,0.0,2,1,0,0,1,0,2,0,1,0,9,33000.0,10,2,0,0,1,0,0,750,0,1,0,0,0,0,33000.0,3000,0,12,0,0,1,122,1,0,3,39,0,2017,0,1,0,0
2722,140,1,29500.0,2,1,1,0,1,2,2,1,0,0,2,56500.0,1,2,0,0,0,0,0,750,0,1,1,0,0,0,27000.0,3000,0,16,0,1,0,170,1,0,3,60,0,2013,0,1,0,0
2723,234,1,0.0,3,1,1,0,0,0,5,0,1,0,20,11500.0,4,0,0,1,0,0,0,750,0,1,1,0,0,0,11500.0,3000,0,11,0,0,0,78,1,0,1,67,0,2018,0,1,1,0
2724,1932,1,13000.0,3,1,0,0,1,1,3,0,1,0,7,33500.0,2,1,0,0,1,0,0,750,0,1,0,0,0,0,20500.0,3000,0,20,0,0,1,112,1,0,3,42,0,2018,0,1,0,0
2725,2003,0,0.0,2,1,0,0,1,0,3,0,1,0,29,15000.0,8,0,0,0,1,0,0,750,0,1,0,0,0,0,15000.0,2700,0,23,0,0,0,48,0,0,2,36,0,2017,1,2,0,0
2726,3830,1,16000.0,3,1,3,0,1,1,0,1,1,0,24,55500.0,6,2,0,0,0,1,0,750,0,0,0,0,0,0,39500.0,3000,0,21,0,0,0,165,1,0,1,51,0,2019,0,1,0,0
2727,2276,1,0.0,4,1,0,0,1,0,3,0,0,0,19,11500.0,12,0,0,0,1,0,0,750,1,0,2,1,0,0,11500.0,3000,0,14,0,0,0,49,1,0,3,25,0,2017,0,2,0,0
2728,3988,1,0.0,3,1,0,0,0,0,0,0,1,0,28,14000.0,10,0,0,1,0,0,0,750,1,0,2,0,0,0,14000.0,3000,0,17,0,0,0,100,1,0,3,69,0,2018,0,1,1,0
2729,2372,0,0.0,2,1,2,0,1,0,3,0,1,0,12,9000.0,9,0,0,0,1,0,0,750,0,0,1,0,0,0,9000.0,3000,0,9,0,0,0,135,0,0,3,40,0,2017,1,1,0,1
2730,2382,1,22500.0,3,1,1,0,0,1,3,0,1,0,10,49000.0,1,2,0,1,1,0,0,750,1,0,2,0,0,0,26500.0,3000,0,7,0,0,0,49,1,0,1,23,0,2013,0,1,0,0
2731,935,1,5500.0,3,1,1,0,1,1,2,1,1,0,24,33000.0,4,2,0,0,0,0,0,750,0,0,3,0,0,0,27500.0,3000,0,14,0,0,0,80,1,0,3,45,0,2016,0,1,0,1
2732,956,1,0.0,1,0,1,0,0,0,4,0,0,0,31,4500.0,5,1,0,1,0,0,1,750,0,0,0,0,1,0,4500.0,2750,0,23,1,0,0,94,0,0,3,65,0,2017,0,1,0,1
2733,4289,1,14000.0,2,1,1,0,0,3,2,0,1,0,25,33000.0,12,1,0,1,1,0,0,750,0,1,1,0,0,0,19000.0,3000,0,14,0,0,0,112,0,0,1,51,0,2020,0,1,0,0
2734,4350,1,5500.0,3,1,1,0,1,4,1,1,1,0,15,41000.0,1,2,0,0,0,0,0,750,0,0,1,0,0,1,35500.0,2750,0,14,0,0,0,199,1,0,3,58,0,2018,0,1,0,0
2735,4393,0,0.0,2,1,1,0,0,0,0,0,1,0,25,13000.0,3,0,0,1,1,0,0,750,0,1,0,0,0,0,13000.0,2850,0,17,0,0,0,7,0,0,1,19,0,2014,1,2,0,0
2736,2727,1,500.0,2,1,3,0,0,1,3,0,0,0,5,12500.0,12,1,0,1,0,0,0,750,0,1,1,1,0,0,12000.0,2700,0,7,0,0,0,48,0,0,4,58,0,2019,0,2,1,0
2737,1155,1,50000.0,3,1,1,0,0,4,3,1,0,0,3,76000.0,1,2,0,1,0,0,0,750,0,1,2,0,0,0,26000.0,3000,1,17,0,0,0,201,1,0,3,48,0,2012,0,1,0,0
2738,4540,1,0.0,3,1,0,0,1,0,5,1,1,0,15,14500.0,6,1,0,0,0,0,0,750,0,1,1,0,0,0,14500.0,3000,0,14,0,0,0,6,1,0,3,23,0,2015,0,5,0,0
2739,1465,0,0.0,2,1,1,0,1,0,4,0,1,0,1,9500.0,11,0,0,0,0,0,0,750,1,0,0,0,0,0,9500.0,2550,0,6,0,0,0,243,0,0,3,54,0,2017,1,1,1,0
2740,4776,0,0.0,1,1,0,0,1,0,1,0,0,0,2,18000.0,7,0,0,0,1,0,0,750,0,1,0,1,0,0,18000.0,3000,0,7,0,0,0,133,0,0,1,51,0,2017,1,1,0,0
2741,3140,1,0.0,1,0,2,0,0,0,4,0,0,0,13,14500.0,12,0,1,1,0,0,0,750,0,0,0,0,1,0,14500.0,3000,0,11,1,0,0,78,1,0,1,41,1,2014,0,1,0,0
2742,3233,1,23500.0,3,1,0,0,1,3,0,0,0,0,26,59000.0,8,2,0,0,1,0,0,750,0,1,2,1,0,0,35500.0,3000,0,8,0,0,0,13,1,0,3,24,0,2017,0,1,0,0
2743,3236,0,0.0,2,1,1,0,1,0,2,0,1,0,8,10500.0,5,0,1,0,1,0,0,750,0,0,0,0,0,0,10500.0,3000,0,16,0,0,0,68,0,0,3,26,0,2017,1,1,0,0
2744,4984,1,30000.0,2,1,0,0,1,2,4,1,1,0,3,67000.0,5,2,0,0,0,0,0,750,1,0,0,0,0,0,37000.0,2700,0,6,0,0,0,7,0,0,1,24,0,2015,0,1,0,0
2745,1700,0,0.0,1,0,1,0,1,0,0,0,0,0,15,9000.0,4,0,0,0,0,0,0,750,0,0,0,0,1,0,9000.0,2800,0,8,1,0,0,165,0,0,1,41,1,2017,1,1,0,1
2746,3410,1,0.0,2,1,0,0,0,0,0,0,1,0,4,12000.0,11,1,0,1,0,0,0,750,0,1,1,0,0,0,12000.0,3000,0,10,0,0,0,174,0,0,3,58,0,2016,0,1,1,0
2747,2082,1,0.0,4,1,2,0,0,0,2,0,1,0,26,14500.0,6,0,0,1,1,0,0,750,1,0,4,0,0,0,14500.0,3000,0,15,0,0,0,1,1,0,1,18,0,2020,0,4,0,0
2748,2084,1,0.0,2,1,0,0,1,0,5,1,1,0,16,20000.0,2,1,0,0,0,0,0,750,1,0,1,0,0,0,20000.0,3000,0,16,0,0,0,78,0,0,3,34,0,2020,0,1,0,0
2749,445,1,27000.0,3,1,2,0,1,1,0,1,1,0,30,64000.0,12,2,0,0,0,0,0,750,1,0,2,0,0,0,37000.0,3000,0,9,0,0,0,272,1,0,1,54,0,2018,0,1,0,0
2750,3815,1,11000.0,2,1,0,0,1,1,4,1,0,0,1,19500.0,3,1,0,0,0,0,0,750,0,1,0,1,0,0,8500.0,2600,0,10,0,0,0,49,0,0,3,25,0,2014,0,2,0,0
2751,3972,1,0.0,3,1,1,0,1,0,6,1,1,0,15,24500.0,9,1,0,0,0,0,0,750,0,0,2,0,0,1,24500.0,2600,0,0,0,0,0,36,1,0,1,39,0,2017,0,1,0,0
2752,4046,0,0.0,1,1,3,0,0,0,0,0,1,0,3,11000.0,6,0,0,1,1,0,0,750,0,0,0,0,0,1,11000.0,2900,0,8,0,0,0,60,0,0,3,57,0,2012,1,1,0,0
2753,2446,1,0.0,1,0,2,0,0,0,5,0,0,0,2,13500.0,3,1,0,1,0,0,1,750,0,1,0,0,1,0,13500.0,2750,0,5,1,0,0,15,0,0,3,33,0,2017,0,1,0,0
2754,4137,1,0.0,3,1,0,0,1,0,5,0,1,0,26,11500.0,1,0,0,0,1,0,0,800,0,1,1,0,0,0,11500.0,2850,0,7,0,0,0,7,1,0,2,71,0,2018,0,1,0,0
2755,1013,1,0.0,1,0,0,0,1,0,6,0,0,0,26,1500.0,5,0,0,0,0,0,0,750,0,1,0,0,1,0,1500.0,2700,0,21,1,0,0,72,0,0,2,46,1,2005,0,1,0,0
2756,4411,1,2500.0,2,1,1,0,0,1,3,0,1,0,8,28000.0,8,2,0,1,0,0,0,750,0,1,2,0,0,0,25500.0,3000,0,15,0,0,0,75,0,0,3,32,0,2012,0,1,1,0
2757,1312,1,0.0,4,1,0,0,1,0,4,1,0,0,22,6500.0,3,0,0,0,0,0,0,750,0,1,2,1,0,0,6500.0,3000,0,8,0,0,0,101,1,0,1,50,0,2014,0,1,0,0
2758,2943,1,18500.0,2,1,1,0,0,1,4,1,1,0,7,32000.0,6,2,0,1,0,1,0,750,0,0,3,0,0,0,13500.0,2500,0,8,0,0,0,91,1,0,3,36,0,2005,0,1,0,0
2759,1340,1,0.0,1,0,1,0,0,0,4,0,0,0,18,18000.0,1,1,0,1,0,0,1,750,1,0,0,0,1,0,18000.0,3000,0,14,1,0,0,22,0,0,3,28,0,2019,0,1,0,0
2760,1374,0,0.0,2,1,2,0,1,0,4,0,0,0,13,11500.0,9,0,0,0,1,0,0,750,0,1,1,1,0,0,11500.0,3000,0,20,0,0,0,151,0,0,1,67,0,2015,1,1,0,0
2761,4713,0,0.0,2,1,0,0,1,0,4,0,1,1,29,26500.0,3,2,0,0,1,0,0,750,0,1,0,0,0,0,26500.0,2500,0,7,0,0,0,53,0,0,1,41,0,2011,0,2,0,0
2762,1416,1,0.0,1,0,0,0,0,0,1,0,0,0,17,23000.0,12,1,0,1,0,0,1,750,1,0,0,0,1,0,23000.0,3000,0,9,1,0,0,42,1,0,1,24,0,2020,0,2,0,0
2763,1518,1,0.0,3,1,2,0,0,0,6,1,1,0,13,10000.0,1,0,0,1,0,0,0,750,0,1,1,0,0,0,10000.0,2800,0,8,0,0,0,26,1,0,3,38,0,2014,0,1,0,0
2764,3264,1,9500.0,3,1,2,0,1,1,2,0,1,0,6,44000.0,11,2,0,0,1,0,0,750,0,0,1,0,0,1,34500.0,3000,0,14,0,0,0,98,1,0,4,36,0,2020,0,1,0,0
2765,4965,1,0.0,1,0,3,0,1,0,1,0,0,0,16,13500.0,4,1,1,0,0,0,1,750,0,0,0,0,1,0,13500.0,3000,0,14,1,0,0,115,1,0,3,56,0,2015,0,1,0,0
2766,3287,0,3000.0,1,1,2,0,1,1,6,0,1,1,10,17500.0,3,2,0,0,0,0,0,750,1,0,0,0,0,0,14500.0,2350,0,13,0,0,0,19,0,0,1,44,0,2009,0,4,1,0
2767,1890,1,0.0,3,1,1,0,0,0,1,0,1,0,1,14000.0,1,0,0,1,0,0,0,750,0,0,1,0,0,0,14000.0,3000,0,12,0,0,0,139,1,0,3,43,0,2017,0,1,1,1
2768,1899,1,14500.0,2,1,0,0,0,3,2,1,1,0,27,32000.0,11,1,0,1,0,0,0,750,1,0,0,0,0,0,17500.0,3000,0,5,0,0,0,80,0,0,3,32,0,2017,0,1,0,0
2769,1900,1,0.0,1,1,3,0,1,0,2,0,1,0,25,13500.0,9,0,0,0,0,0,0,750,0,1,0,0,0,0,13500.0,3000,0,12,0,0,0,61,0,0,4,64,0,2015,0,1,1,0
2770,268,1,30000.0,3,1,0,0,1,3,4,0,1,0,20,61000.0,12,2,0,0,0,0,0,750,0,1,2,0,0,0,31000.0,3000,0,22,0,0,0,156,1,0,2,40,0,2014,0,1,1,0
2771,394,1,0.0,3,1,2,0,1,0,0,0,1,0,4,12000.0,11,0,0,0,0,0,0,750,1,0,2,0,0,0,12000.0,3000,0,16,0,0,0,58,1,0,3,33,0,2020,0,2,1,0
2772,2109,0,30000.0,2,1,2,0,1,1,2,0,1,1,20,59500.0,11,2,0,0,1,0,0,750,0,1,3,0,0,0,29500.0,3000,0,19,0,0,0,150,0,0,3,40,0,2015,0,1,0,0
2773,473,1,5500.0,3,1,1,0,1,1,2,1,1,0,3,37000.0,4,2,0,0,0,0,0,750,0,0,4,0,0,0,31500.0,3000,0,18,0,0,0,93,1,0,4,32,0,2018,0,1,0,1
2774,496,1,0.0,1,0,2,0,0,0,6,0,0,0,27,14000.0,10,0,0,1,0,0,0,750,0,1,0,0,1,0,14000.0,2900,0,16,1,0,0,88,0,0,3,59,1,2019,0,1,0,0
2775,509,0,0.0,1,1,1,0,1,0,3,0,1,0,5,7500.0,12,0,0,0,1,0,0,750,0,1,0,0,0,0,7500.0,2850,0,8,0,0,0,117,0,0,1,54,0,2011,1,1,0,0
2776,2353,1,0.0,2,1,0,0,1,0,5,0,1,0,12,7000.0,10,1,0,0,0,0,0,750,0,1,1,0,0,0,7000.0,2950,0,8,0,0,0,157,1,0,4,41,0,2013,0,1,1,0
2777,751,0,7000.0,2,1,0,0,0,1,6,0,1,1,10,42500.0,2,2,0,1,1,0,0,750,0,1,0,0,0,0,35500.0,3000,0,9,0,0,0,165,0,0,3,68,0,2016,0,1,0,0
2778,803,0,0.0,2,1,0,0,0,0,4,1,0,0,6,8500.0,12,0,0,1,0,0,0,750,1,0,0,0,0,0,8500.0,2650,1,18,0,0,0,12,0,0,1,18,0,2013,1,3,0,0
2779,886,1,0.0,3,1,0,0,0,0,4,0,1,0,30,10500.0,8,0,0,1,0,0,0,750,0,1,1,0,0,0,10500.0,3000,0,15,0,0,0,19,1,0,4,48,0,2018,0,3,1,0
2780,2737,0,0.0,1,1,2,0,1,0,1,1,1,0,19,11000.0,3,0,0,0,0,0,0,750,0,1,0,0,0,0,11000.0,3000,0,12,0,0,0,67,0,0,3,61,0,2020,1,1,0,0
2781,4420,1,0.0,2,1,1,0,0,0,0,0,0,0,30,20000.0,9,1,1,1,0,0,0,750,0,0,1,1,0,0,20000.0,3000,0,14,0,0,0,165,0,0,4,59,0,2019,0,1,1,0
2782,4566,0,0.0,2,1,0,0,1,0,4,0,1,0,11,13000.0,1,0,0,0,0,0,0,750,0,1,0,0,0,0,13000.0,3000,0,14,0,0,0,175,0,0,3,53,0,2012,1,1,1,0
2783,3070,1,15000.0,1,1,0,0,1,1,3,1,1,0,24,32000.0,1,1,0,0,0,0,0,750,0,1,0,0,0,0,17000.0,3000,0,6,0,0,0,43,0,0,4,40,0,2016,0,2,0,0
2784,3135,1,0.0,2,1,3,0,1,0,0,1,1,0,14,23000.0,1,1,0,0,0,0,0,750,0,0,1,0,0,0,23000.0,2900,0,16,0,0,0,182,0,0,3,69,0,2018,0,1,0,1
2785,1557,1,0.0,1,0,2,0,0,0,0,0,0,0,2,16000.0,9,1,0,1,0,0,0,750,0,0,0,0,1,1,16000.0,3000,0,16,1,0,0,122,0,0,4,50,1,2019,0,1,0,0
2786,1574,0,0.0,2,1,0,0,0,0,1,1,1,0,12,15500.0,2,0,0,1,0,0,0,750,0,1,2,0,0,0,15500.0,3000,0,12,0,0,0,2,0,0,3,20,0,2014,1,2,0,0
2787,49,1,0.0,1,0,1,0,1,0,6,0,0,0,22,4000.0,12,0,0,0,0,0,0,750,0,1,0,0,1,0,4000.0,3000,0,18,1,0,0,129,0,0,3,51,1,2013,0,1,0,0
2788,3616,1,16500.0,3,1,1,0,1,3,4,0,1,0,5,40000.0,7,2,0,0,0,0,0,750,0,1,0,0,0,0,23500.0,3000,0,20,0,0,0,148,1,0,3,43,0,2013,0,1,1,0
2789,1964,1,0.0,1,0,0,0,1,0,0,0,0,0,21,18500.0,10,0,0,0,0,0,0,750,0,1,0,0,1,0,18500.0,3000,0,6,1,0,0,119,0,0,4,56,1,2017,0,1,0,0
2790,2094,0,0.0,1,1,2,0,0,0,4,1,1,0,12,14000.0,4,0,0,1,0,0,0,750,0,1,0,0,0,0,14000.0,3000,0,16,0,0,0,160,0,0,4,58,0,2019,1,1,0,0
2791,3932,0,0.0,2,1,0,0,1,0,4,0,1,0,13,9500.0,12,0,0,0,1,0,0,750,1,0,0,0,0,0,9500.0,3000,0,18,0,0,0,123,0,0,1,33,0,2017,1,1,0,0
2792,3938,0,15000.0,2,1,0,0,0,1,0,1,1,1,28,38000.0,1,2,0,1,0,0,0,750,1,0,1,0,0,0,23000.0,3000,0,20,0,0,0,489,0,0,0,60,0,2014,0,1,0,0
2793,2533,0,0.0,2,1,3,0,1,0,4,1,1,0,21,11500.0,6,0,0,0,0,0,0,750,0,1,1,0,0,0,11500.0,2950,0,9,0,0,0,70,0,0,3,33,0,2018,1,1,0,0
2794,900,1,0.0,4,1,1,0,1,0,5,1,1,0,28,20500.0,9,1,0,0,0,0,0,750,0,1,3,0,0,0,20500.0,3000,0,17,0,0,0,47,1,0,4,33,0,2019,0,3,0,0
2795,1138,1,0.0,2,1,0,0,0,0,2,0,0,0,6,10500.0,3,1,0,1,0,0,0,750,0,1,1,0,0,0,10500.0,3000,1,15,0,0,0,8,0,0,1,32,0,2017,0,4,1,0
2796,1163,1,9500.0,3,1,3,0,1,1,2,1,1,0,28,60500.0,8,2,0,0,0,0,0,750,0,1,1,0,0,0,51000.0,3000,0,13,0,0,0,23,1,0,2,25,0,2020,0,1,0,0
2797,4762,1,0.0,3,1,2,0,1,0,0,0,0,0,29,33500.0,4,2,0,0,0,0,0,750,0,1,1,0,0,0,33500.0,3000,0,5,0,1,0,191,1,0,1,62,0,2017,0,1,1,0
2798,1425,0,0.0,2,1,3,0,1,0,0,0,1,0,28,3500.0,1,0,0,0,0,0,0,750,0,1,2,0,0,0,3500.0,3000,0,18,0,0,0,302,0,0,1,68,0,2017,1,1,1,0
2799,4787,1,21500.0,2,1,2,0,1,2,4,0,1,0,4,40000.0,1,1,0,0,1,0,0,750,0,1,0,0,0,0,18500.0,3000,0,4,0,0,0,115,1,0,3,37,0,2018,0,1,0,0
2800,4791,0,0.0,2,1,2,0,0,0,5,0,1,0,3,11000.0,8,0,0,1,1,0,0,750,0,1,1,0,0,0,11000.0,3000,0,6,0,0,0,1,0,0,4,71,0,2019,1,1,0,0
2801,1674,0,0.0,2,1,1,0,0,0,3,1,1,0,2,12000.0,5,0,1,1,0,0,0,750,0,0,0,0,0,0,12000.0,2800,0,10,0,0,0,106,0,0,3,56,0,2019,1,1,0,0
2802,3429,1,0.0,3,1,0,0,1,0,2,0,1,0,23,4500.0,10,0,0,0,0,0,0,750,0,1,2,0,0,0,4500.0,2750,0,17,0,0,0,170,1,0,1,50,0,2012,0,1,1,0
2803,1827,1,0.0,3,1,1,0,0,0,2,0,1,0,16,12000.0,10,1,0,1,1,0,0,750,0,1,0,0,0,0,12000.0,2450,0,22,0,0,0,20,1,0,4,45,0,2010,0,2,0,0
2804,1966,1,7500.0,2,1,2,0,1,2,0,1,1,0,18,26500.0,11,1,0,0,0,0,0,750,0,1,1,0,0,0,19000.0,3000,0,10,0,0,0,208,1,0,3,55,0,2016,0,1,0,0
2805,388,1,6500.0,2,1,0,0,1,2,3,1,1,0,18,20500.0,7,1,0,0,0,0,0,750,0,1,2,0,0,0,14000.0,2750,0,10,0,0,0,113,0,0,4,34,0,2011,0,1,0,0
2806,2065,0,0.0,2,1,1,0,0,0,1,0,1,0,8,17500.0,1,0,0,1,0,0,0,750,0,1,1,0,0,0,17500.0,3000,0,3,0,0,1,93,0,0,3,39,0,2018,1,1,1,0
2807,2139,1,10500.0,3,1,0,0,1,1,1,1,1,0,17,24500.0,9,2,0,0,0,0,0,750,0,1,0,0,0,0,14000.0,3000,0,19,0,0,0,5,1,0,4,27,0,2012,0,4,0,0
2808,2415,1,0.0,3,1,3,0,1,0,3,1,0,0,21,10000.0,11,0,0,0,0,1,0,750,0,0,1,0,0,0,10000.0,3000,0,14,0,1,0,268,1,0,4,43,0,2013,0,1,0,0
2809,2500,0,3000.0,2,1,2,0,1,3,0,1,0,0,9,38500.0,12,2,0,0,0,0,0,750,0,1,0,0,0,0,35500.0,3000,0,17,0,1,0,108,0,1,3,46,0,2017,0,1,0,0
2810,2636,1,6000.0,3,1,1,0,1,1,5,0,1,0,21,38500.0,9,2,0,0,0,0,0,750,0,1,2,0,0,0,32500.0,3000,0,15,0,0,0,108,1,0,1,59,0,2013,0,1,1,0
2811,2640,1,14000.0,3,1,3,0,1,1,0,1,1,0,1,44500.0,7,2,0,0,0,0,0,750,0,0,0,0,0,1,30500.0,3000,0,13,0,0,1,10,1,0,3,70,0,2018,0,1,0,0
2812,1001,0,0.0,2,1,1,0,1,0,3,0,0,0,10,16500.0,10,0,0,0,0,0,0,750,1,0,1,1,0,0,16500.0,3000,0,3,0,0,0,101,0,0,1,42,0,2018,1,1,1,0
2813,1036,1,6000.0,1,0,0,0,1,1,3,0,0,0,28,30500.0,2,1,0,0,0,0,1,750,0,1,0,0,1,0,24500.0,3000,0,15,1,0,0,52,0,0,1,50,0,2018,0,1,0,0
2814,4501,0,25000.0,2,1,1,0,1,1,2,0,1,0,2,37000.0,1,1,0,0,1,0,0,750,0,1,1,0,0,0,12000.0,3000,0,8,0,0,0,39,0,1,3,50,0,2013,0,3,0,0
2815,2841,0,0.0,2,1,1,0,0,0,0,1,0,0,2,3000.0,12,0,0,1,0,0,0,750,0,0,0,1,0,0,3000.0,3000,0,11,0,0,0,52,0,0,1,22,0,2016,1,1,0,1
2816,4594,1,0.0,2,1,1,0,1,0,0,1,1,0,1,27000.0,7,1,0,0,0,0,0,750,0,1,1,0,0,0,27000.0,2850,0,6,0,0,0,11,1,0,3,34,0,2020,0,3,0,0
2817,2914,1,0.0,2,1,2,0,0,0,6,0,1,0,28,17500.0,4,1,1,1,0,0,0,750,0,0,1,0,0,0,17500.0,2850,0,10,0,0,0,62,1,0,2,52,0,2020,0,1,1,0
2818,3087,0,0.0,1,1,0,0,1,0,2,0,1,0,7,17500.0,8,0,0,0,0,0,0,750,0,1,0,0,0,0,17500.0,3000,0,8,0,0,0,173,0,0,2,59,0,2014,1,1,1,0
2819,3104,0,0.0,2,1,3,0,1,0,5,0,0,0,9,8000.0,2,0,0,0,1,0,0,750,0,1,1,0,0,0,8000.0,2400,0,14,0,1,0,118,0,0,3,52,0,2012,1,1,0,0
2820,3123,0,0.0,2,1,1,0,0,0,4,1,1,0,19,8000.0,4,0,0,1,0,0,0,750,0,1,0,0,0,0,8000.0,3000,0,2,0,0,0,182,0,0,1,61,0,2020,1,1,0,0
2821,1540,1,15000.0,2,1,0,0,1,1,3,0,1,0,7,46000.0,11,2,0,0,1,0,0,750,0,1,0,0,0,0,31000.0,3000,0,9,0,0,0,16,1,0,4,26,0,2016,0,4,0,0
2822,3181,1,15000.0,1,1,0,0,0,1,0,1,1,0,9,25500.0,12,1,0,1,0,0,0,750,0,1,0,0,0,0,10500.0,3000,0,9,0,0,0,110,0,0,3,30,0,2013,0,1,0,0
2823,3231,1,0.0,1,1,2,0,1,0,3,0,1,0,21,22000.0,11,1,0,0,1,0,0,750,0,1,0,0,0,0,22000.0,3000,0,0,0,0,0,3,0,0,3,48,0,2018,0,4,0,0
2824,1679,0,0.0,2,1,1,0,1,0,3,1,1,0,29,7500.0,8,0,0,0,0,0,0,750,0,0,0,0,0,1,7500.0,3000,0,3,0,0,0,357,0,0,3,66,0,2020,1,1,0,0
2825,13,0,0.0,2,1,1,0,1,0,5,1,1,0,26,11500.0,10,0,0,0,0,0,0,750,0,1,1,0,0,0,11500.0,3000,0,16,0,0,0,104,0,0,4,33,0,2020,1,1,0,0
